Model,geometry,f_res_true,f_res_pred,f_res_err_MHz,S11min_true,S11min_pred,S11min_err_dB,BW_true_MHz,BW_pred_MHz,BW_err_MHz
Random Forest (150),12,2.3889999389648,2.385999917984,3.000020980799878,-27.812491098665,-24.104187596857965,3.708303501807034,48.00009727479981,48.00009727479981,0.0
Random Forest (150),22,2.4089999198914,2.4270000457764,18.000125884999996,-2.0414091459018,-5.262475896977807,3.221066751076007,0.0,0.0,0.0
Random Forest (150),24,2.404000043869,2.4030001163483,0.9999275206999947,-12.555921394828,-10.820235682534726,1.7356857122932734,37.000179290799906,23.999929428099698,13.000249862700208
Random Forest (150),27,2.3919999599457,2.3970000743866,5.000114440899761,-10.547480191604,-17.886141743793864,7.338661552189864,11.000156402599881,33.999919891399614,22.999763488799733
Random Forest (150),37,2.3940000534058,2.3949999809265,0.9999275206999947,-38.68661580855,-26.860763162955383,11.825852645594619,65.00005722049984,65.99998474119984,0.9999275206999982
Random Forest (150),42,2.3910000324249,2.3919999599457,0.9999275207999148,-18.601334752652,-16.640410384654274,1.9609243679977268,54.999828338599954,55.00006675719993,0.00023841859997730808
Random Forest (150),46,2.3870000839233,2.4719998836517,84.99979972840022,-12.295366808278,-13.86875795889007,1.5733911506120695,35.00008583070002,15.000104904200118,19.999980926499905
Random Forest (150),48,2.4800000190735,2.3970000743866,82.9999446869003,-7.3611952478712,-10.276675471484301,2.915480223613101,0.0,14.9998664855997,14.9998664855997
Random Forest (150),51,2.404000043869,2.4110000133514,6.999969482400115,-8.8557287471496,-8.415150338395271,0.4405784087543285,0.0,0.0,0.0
Random Forest (150),6,2.4100000858307,2.4000000953674,9.999990463299913,-44.167741408399,-18.518042606496575,25.649698801902428,47.999858856200284,46.999931335499845,0.9999275207004388
Random Forest (150),7,2.4030001163483,2.4000000953674,3.000020980899798,-34.081850674315,-18.99411644051037,15.087734233804628,46.00000381469993,46.00000381469993,0.0
Random Forest (150),11,2.385999917984,2.3889999389648,3.000020980799878,-24.133015732301,-27.75003967728125,3.61702394498025,48.00009727479981,46.999931335499845,1.0001659392999684
Random Forest (150),21,2.4249999523163,2.4379999637604,13.00001144409979,-5.2438245034886,-8.15346623528702,2.90964173179842,0.0,0.0,0.0
Random Forest (150),23,2.4030001163483,2.4049999713898,1.9998550414999094,-10.097312622699,-12.55104044133388,2.4537278186348797,8.000135421800003,37.000179290799906,29.000043868999903
Random Forest (150),26,2.3970000743866,2.3919999599457,5.000114440899761,-18.083089261324,-10.392153547676315,7.690935713647686,36.999940872200376,9.999990463299913,26.999950408900464
Random Forest (150),36,2.3980000019073,2.3970000743866,0.9999275206999947,-35.993885930802,-23.000692607177303,12.993193323624698,79.99992370600006,79.99992370600006,0.0
